crse_id,"subject","catalog_nbr","course_title_long","descrlong",units_minimum,units_maximum,crse_offer_nbr,term
4995,"LS"," 230D","Leadership: Mini-Corps","This course assists Mini-Corp students as they provide formal and informal lessons to migrant students in the classroom.  The supervising teacher and coordinator will provide feedback as the student implements lessons, conducts home visitations, and tutors on a consistent basis.  Student must be admitted to the Mini-Corps program prior to enrollment. This class may be repeated for credit.  (Credit/ No Credit Available)",1,2,1,2164
205,"BUS"," 307","Finance","Emphasizes the entrepreneur/manager raising funds at minimal cost and risk, and the allocation of those funds to increase shareholders' wealth and company value. Encompasses financial statements, time value of money, bond/stock valuation, cost of capital, and related subjects. Develops both the skills and ability to understand the impact of financial decision making to business and its stakeholders. Stresses ethical financial reporting. (Offered every semester.)

[Prereq: (BUS 203 or Financial Accounting)  and (BUS 205 or Managerial Accounting) and (Upper Division Standing)]",4,4,1,2164
2720,"PSY"," 400","Psychology Capstone","Each student produces a capstone project or compiles an academic portfolio that highlights their course-based and experiential scholarly achievements including internships, field studies, and civic service as volunteers.  Both of these options help demonstrate that the students have experienced their education through a variety of modern learning techniques and have acquired their knowledge through best practices in the field.  Student mastery is demonstrated by an individual scholarly research presentation that demonstrates knowledge of theory, methods, and application of a chosen specialty area in psychology is required. Mandatory Credit/No Credit Grading.",3,3,1,2164
274,"BUS"," 687","Accounting and Finance","Students: read, understand, & use corp. financial statements & published accounting reports; examine alternative costing methods & how cost information can be used for decision making; explore both financial & non-financial performance measures for evaluating business strategies & business unit success;  prepare & analyze financial statements &  projections for an investment; create a corporation, and/or a proposed project; and evaluate resources of financing for new & existing ventures.

(Restricted to MBA Majors Only)",6,6,2,2164
4161,"IST"," 697","Independent Study","Student and faculty member select advanced topic of study and number of credits. (Offered only as interest warrants.)
Level: Graduate  (Elective)",1,6,1,2164
1992,"KIN"," 180L","Backpacking & Hiking Lab","Required lab course for KIN 180. Includes a three-day backpacking trip over a weekend and several day hikes on Fort Ord recreation lands. Requires course fee. Credit/ no credit.

(Coreq: KIN 180)",1,1,1,2164
5258,"CART"," 370","Stop Motion Animation Basics","This course is an introduction to the technique of stop-motion animation. The course covers the basic principles of puppet making, animation performance using a variety of methods including, wire armature puppets, clay, and found objects.  (Credit/ No Credit Available)

(Prereq: CART 318)",4,4,1,2164
5029,"MSCI"," 445","Projects in Marine Ecology","Marine Ecology 445 is a lecture and field-based exploration of marine ecological concepts and theory using the diverse ecosystems of Monterey Bay as a living laboratory. Students witness and learn how organisms interact with one another and their environments, and see how these factors govern the distribution and abundance of species within marine systems. This group project-based course can fulfill the Marine Science major capstone requirement with co-enrollment in MSCI 410.

(Prereq: BIO 340 and STAT 250)",4,4,1,2164
1387,"HCOM"," 300","Major ProSeminar","Introduces interdisciplinary, outcomes-based education in the humanities and communication. Explores content in the major learning outcomes and investigates the areas of specialization in the degree's concentrations. Students develop Individual Learning Plans.  Examines opportunities in graduate education as well as related professional and career paths. (Offered every semester.)

(Prereq: GE Areas A1 and A2 and A3)",2,2,1,2164
2474,"MLML"," 672","Subtidal Ecology","MLML 272:Subtidal Ecology-  The ecology of near-shore rocky subtidal populations and communities with emphasis on kelp forests. Lectures and discussions of original literature. Fieldwork with SCUBA including group projects on underwater research techniques and community analysis, and individual research on ecological questions chosen by the student. Offered through Moss Landing Marine Laboratories (MLML); contact SEP program office for MLML registration procedures.",4,4,1,2164
3451,"SPAN"," 426","Narativa Hispanoamericana","Taught in Spanish, the course studies Spanish American writers of the 20th century by emphasizing short stories and novels from the last 50 years. Uses literary texts to gain an understanding of Latino cultures, societies, and values. (Offered every fourth semester.)",4,4,1,2164
